customerid,creditscore,balance,estimatedsalary
15585255,577,0.0,74077.91
15772781,703,0.0,77294.56
15669987,728,125884.95,54359.02
15697000,728,61825.5,156124.93
15733119,718,0.0,94820.85
15782390,621,0.0,155155.25
15654700,523,102967.41,128702.1
15632210,657,171770.55,22745.5
15642041,727,93051.64,71865.31
15709737,643,161064.64,84294.82
15792388,645,90612.34,149139.13
15786014,568,145105.64,185489.11
15794580,599,0.0,176407.15
15675964,672,0.0,92027.69
15814275,685,174912.72,43932.54
15724848,516,104947.72,115789.25
15754713,685,135213.71,125777.28
15693814,806,0.0,18461.9
15599660,604,116229.85,79633.38
15746490,648,111201.41,121542.29
15566091,545,0.0,94739.2
15655961,756,131899.0,93302.29
15710404,569,124525.52,193793.78
15775625,596,0.0,74835.65
15792328,475,0.0,56999.9
15719856,646,47134.75,57236.44
15593773,784,0.0,81483.64
15733114,552,0.0,26752.56
15797748,729,0.0,9200.54
15743411,609,0.0,22447.85
15753337,555,0.0,189122.89
15601026,572,138657.08,16161.82
15658485,785,70302.48,68600.36
15636731,714,101609.01,447.73
15628303,738,0.0,15650.73
15633461,639,130170.82,149599.62
15677135,520,133802.29,90304.01
15590876,764,106234.02,115676.38
15790782,661,132628.98,38812.67
15700476,564,103522.75,34338.21
15634141,708,192390.52,823.36
15737795,512,0.0,135482.26
15790299,592,0.0,10656.89
15675316,619,0.0,116467.35
15613630,775,109922.61,96823.32
15662100,850,128605.32,171096.2
15668032,577,0.0,79881.39
15599289,724,68598.56,157862.82
15754084,710,106518.52,127951.81
15676521,696,0.0,191074.11
15804586,376,0.0,157333.69
15781465,675,121326.42,133457.52
15729362,745,67226.37,130789.6
15709295,697,82931.85,128373.88
15745324,599,0.0,194273.2
15741336,715,118590.41,5684.17
15783659,659,145981.87,131043.2
15620981,684,73309.38,21228.34
15630328,635,130796.33,43250.3
15785899,789,151607.56,4389.4
15606149,571,111577.01,189271.9
15671139,694,107042.74,102284.2
15660429,665,156371.61,156774.94
15571002,706,129605.99,69865.49
15631681,807,0.0,85523.24
15731522,771,0.0,51219.8
15619529,531,132576.25,7222.92
15628034,629,129101.3,23971.33
15686164,850,108822.4,132173.31
15582797,685,137948.51,113639.64
15753831,642,100433.8,39768.59
15731815,529,96134.11,108732.96
15580956,683,115888.04,117349.19
15602084,663,124626.07,78004.5
15589805,563,139810.34,152417.79
15720893,637,0.0,26057.08
15641009,544,84496.71,79972.09
15605926,649,116854.71,107125.79
15805955,638,138333.03,47679.14
15801488,723,0.0,134509.47
15605918,635,78992.75,153265.31
15779711,750,97257.41,179883.04
15705620,730,122453.37,138882.98
15685357,750,112940.07,9855.81
15570060,586,132558.26,67046.83
15582616,520,0.0,56388.63
15799515,652,133297.24,77764.37
15642937,550,0.0,130590.35
15624729,594,197041.8,151912.49
15566156,749,71497.79,151083.8
15792360,668,0.0,777.37
15807008,614,128100.28,69454.24
15704770,773,124532.78,11723.57
15756475,551,82293.82,91565.25
15655339,566,142120.91,79616.37
15613749,569,151839.26,102299.81
15664521,659,149620.88,104533.51
15681206,722,168197.66,140765.57
15745527,655,93147.0,66214.13
15806926,615,97440.02,139816.1
15724563,752,65046.08,140139.28
15782899,661,95357.49,102297.15
15623521,838,123105.88,145765.83
15810218,610,0.0,83912.24
15645621,811,0.0,78439.73
15608114,587,121286.27,6776.92
15659557,811,167738.82,9903.42
15787772,759,104091.29,91561.91
15691111,648,121980.56,4027.02
15592089,788,0.0,116111.51
15633897,725,50880.98,184023.54
15701301,646,175159.9,67124.48
15723685,601,105514.69,50070.59
15701602,521,116497.31,53793.1
15739189,561,0.0,45261.47
15573086,564,99824.45,36721.4
15569050,444,0.0,130009.85
15750765,650,0.0,175380.77
15799811,724,0.0,127847.25
15698442,719,122964.88,138231.7
15655274,548,0.0,48673.18
15603594,635,0.0,70668.77
15585961,496,0.0,199505.53
15686936,676,89634.69,169583.18
15770424,541,95710.11,49063.42
15587451,778,139706.31,63337.19
15602010,850,103909.86,60083.11
15600583,633,0.0,48606.71
15654673,625,173434.9,165580.93
15717164,485,102238.01,194010.12
15765014,547,179380.74,69263.1
15682639,642,0.0,88698.83
15729279,718,108691.95,63030.97
15759805,582,0.0,59668.81
15767864,628,0.0,184230.23
15769948,737,133377.8,64050.19
15686345,828,0.0,81853.98
15688071,609,0.0,154642.91
15681174,730,116537.6,145679.6
15667521,631,0.0,30781.77
15750243,830,0.0,81622.52
15695475,645,130131.08,196474.35
15689176,663,0.0,176276.1
15652955,678,0.0,35113.08
15668958,521,107316.09,64299.82
15631054,625,0.0,180969.55
15581479,523,83181.29,138176.78
15577478,714,0.0,86733.61
15780870,580,153946.14,7418.92
15692317,722,0.0,166376.54
15593969,630,135483.17,140881.2
15570417,579,0.0,4460.2
15779059,670,119624.54,110472.12
15785980,588,121132.26,86460.28
15644200,807,0.0,16500.66
15793949,726,0.0,114020.06
15645103,812,54817.55,131660.31
15705860,631,107949.45,52449.62
15623828,682,0.0,161465.31
15715003,625,80816.45,20018.79
15623471,607,98205.77,176318.27
15798348,600,94684.27,50488.91
15743016,602,141604.76,30379.6
15769499,545,0.0,161326.73
15798521,675,0.0,45348.08
15706534,581,122949.14,180251.68
15706186,640,81677.22,34925.56
15812197,850,80293.98,126555.74
15650933,490,155413.06,187921.3
15692991,710,0.0,136390.88
15631189,613,67111.65,78566.64
15762198,812,103818.43,166038.27
15699598,723,0.0,140385.33
15692744,512,152169.12,38629.3
15688963,731,0.0,24998.75
15599131,650,214346.96,128815.33
15680303,594,0.0,19376.56
15628674,844,113348.14,31904.31
15648075,686,170935.94,173179.79
15586970,695,103023.26,22485.64
15625698,624,0.0,196668.51
15790497,503,0.0,136506.86
15682618,535,111855.04,36278.89
15762937,743,140348.56,163254.39
15750929,702,0.0,99654.13
15729832,658,145512.84,20207.02
15633650,677,146720.98,4195.84
15748856,664,107209.73,112340.2
15589195,766,130933.74,2035.94
15699911,461,0.0,132295.95
15663438,688,89772.3,177383.68
15692583,678,0.0,90284.47
15591257,796,0.0,61349.37
15646513,803,0.0,196466.83
15708063,712,100749.5,70758.37
15696098,498,0.0,13892.57
15645517,850,0.0,9684.52
15649744,628,123981.31,40546.15
15604304,539,91622.42,136603.42
15784092,732,126195.81,133172.48
15585198,715,94267.9,152821.12
15624347,651,0.0,147715.83
15621687,813,0.0,43169.15
15689081,692,0.0,76755.99
15813168,756,100717.85,73406.04
15604295,543,0.0,176728.28
15724127,790,141581.71,98309.27
15673055,494,0.0,6203.66
15768201,850,148586.64,176791.27
15782219,703,0.0,50679.48
15746410,432,0.0,150580.88
15780144,512,123403.85,80120.19
15590476,589,0.0,151645.96
15624293,514,106511.85,55072.32
15618182,678,0.0,115068.99
15660316,420,135549.9,149471.13
15678886,679,110555.37,46522.68
15616330,595,0.0,189995.86
15592229,713,185891.54,46369.57
15798424,833,130854.59,30722.52
15714750,690,92578.14,70810.6
15648800,731,132312.06,106663.46
15626147,608,144976.5,175836.03
15626608,479,87070.23,85646.41
15723250,519,0.0,101485.72
15592583,731,115414.19,191734.67
15759381,617,91070.43,101839.77
15585241,756,117412.19,4888.91
15589358,848,90018.45,193132.98
15672704,809,0.0,193518.76
15789955,698,112414.81,93982.02
15596800,779,158456.76,197000.92
15627305,606,0.0,106837.06
15645316,612,149641.53,115161.28
15593973,663,122528.18,196260.3
15647301,549,143734.01,96404.38
15750258,675,155663.31,97658.66
15685309,669,0.0,49108.23
15628205,571,101736.66,195651.66
15733974,500,125822.21,111698.0
15762110,628,0.0,171707.93
15706899,559,0.0,66721.98
15732660,769,0.0,57876.05
15656121,733,157791.07,177994.81
15614220,750,0.0,105125.65
15645269,583,0.0,17439.66
15698510,468,181627.14,172668.39
15569247,727,109679.72,753.37
15566251,618,96652.86,98686.4
15716134,617,190008.32,107047.92
15763625,793,0.0,152153.74
15605965,630,0.0,34338.04
15694821,765,148962.76,173878.87
15601688,546,0.0,159254.29
15575581,614,131344.52,54776.64
15671209,593,101713.84,134594.99
15616529,613,0.0,41724.72
15773906,655,0.0,110527.71
15722993,700,137963.07,8996.79
15752463,826,129938.07,190200.53
15589754,652,151421.44,115333.43
15669899,755,135643.0,143619.52
15766887,538,122773.5,58467.08
15768006,729,152303.8,12128.69
15741295,615,0.0,49872.33
15811327,700,79415.67,139735.54
15690007,434,125801.03,60891.8
15690664,729,0.0,100862.54
15719348,513,0.0,76640.29
15781802,755,104817.41,126013.58
15752731,615,0.0,87347.82
15600997,747,67495.04,77370.37
15750776,850,164850.54,62722.44
15723907,712,154776.42,196257.68
15633419,622,143124.63,81723.8
15702430,548,0.0,31299.71
15710456,607,0.0,63495.86
15650351,653,102133.38,166520.96
15590820,699,79932.41,150242.44
15640454,693,120711.73,27345.18
15697789,647,122717.53,87000.39
15808182,478,92363.3,44912.7
15588670,705,203715.15,179978.68
15721292,719,0.0,145759.7
15604217,726,0.0,14121.61
15651369,626,0.0,66232.23
15782454,552,0.0,190296.76
15814032,807,93460.47,172782.69
15570326,621,0.0,99128.13
15624428,651,40224.7,178341.33
15755638,673,168069.73,146992.24
15600992,652,0.0,151314.98
15755649,584,130538.77,92915.84
15795228,756,132623.6,58974.0
15589257,670,103465.02,174627.06
15719302,765,126547.8,79579.94
15639882,528,128262.72,50771.16
15791279,701,169742.64,153537.55
15636935,797,0.0,132975.39
15686909,639,150795.81,85208.93
15589572,785,129855.72,170214.82
15779947,363,146098.43,100615.14
15573769,764,0.0,186105.99
15578866,676,0.0,55119.53
15739131,718,65643.3,28760.99
15813444,590,0.0,171021.44
15678058,584,104584.16,176678.72
15769169,645,0.0,28667.56
15804602,772,99785.28,197238.03
15651052,399,127655.22,139994.68
15724334,529,0.0,151169.83
15569451,463,101257.16,118113.64
15650098,630,0.0,34453.17
15724307,780,121313.88,64872.33
15599268,584,0.0,10956.82
15594864,752,81523.38,36885.85
15616451,697,128252.66,168053.4
15715667,850,0.0,155227.0
15658969,711,0.0,38409.79
15738174,452,0.0,75279.39
15813590,610,0.0,158302.59
15624229,694,0.0,11525.72
15674148,579,0.0,94993.04
15625080,745,0.0,173912.29
15682528,572,0.0,41139.05
15696900,505,145541.56,58019.95
15730038,706,0.0,164128.41
15812272,693,124601.58,46998.13
15654654,725,115182.84,177279.41
15697625,791,163789.49,75832.53
15616280,536,65733.41,61094.53
15654229,699,0.0,30117.44
15628298,500,128486.11,179227.12
15733387,707,109663.47,52110.45
15775572,531,88324.31,75248.75
15613844,557,146445.24,184317.74
15578515,659,0.0,158553.1
15607598,575,0.0,95686.42
15742480,775,109949.05,71682.54
15749482,772,78653.05,1790.48
15607537,587,107850.82,139431.0
15575410,667,83765.35,118358.54
15684865,771,143773.07,130827.88
15600700,523,116227.27,119404.63
15774155,662,103471.52,162703.0
15634267,717,0.0,172665.21
15619626,746,137492.35,170142.09
15660422,569,0.0,73977.23
15617934,579,129829.59,60906.12
15760774,519,146329.57,194867.27
15813132,696,114027.7,193716.56
15593331,693,146580.69,14633.35
15616709,587,132122.42,31730.32
15658052,626,81553.93,20063.63
15721189,666,0.0,99792.82
15711288,512,0.0,37654.31
15770030,689,0.0,192449.02
15803681,803,0.0,181208.47
15702789,548,175214.71,155165.61
15814930,588,125534.51,121504.18
15658306,693,97705.99,61569.07
15699523,499,126817.65,123269.71
15610383,628,46870.43,31272.14
15615032,624,0.0,62825.03
15781989,733,120094.93,184056.45
15647402,628,0.0,48924.73
15740494,633,0.0,191111.02
15701265,559,104356.94,54184.06
15743532,704,147004.34,64381.33
15794870,744,73023.17,78770.86
15747591,665,173432.55,116766.79
15726557,638,165679.92,32916.29
15732199,837,104678.62,50972.6
15662291,534,116973.26,122066.5
15749050,548,0.0,65996.9
15781586,837,126732.85,79577.38
15617078,658,148481.09,130529.13
15723339,554,137654.05,172629.67
15671322,724,115315.04,15216.53
15793854,723,99095.73,17512.53
15756539,585,165610.41,131852.01
15612064,474,0.0,181945.52
15625916,562,161628.66,91482.5
15683195,719,146605.27,77119.45
15690182,635,113488.68,95611.74
15721719,743,77002.2,80428.42
15641690,681,0.0,163714.92
15634896,521,0.0,27375.15
15671590,741,0.0,73873.65
15779182,790,182364.53,139266.48
15778287,622,0.0,131772.51
15609510,669,149364.58,173454.07
15742229,583,127450.14,67552.71
15658532,520,162278.32,34765.33
15590993,579,152212.88,120219.14
15565701,698,161993.89,90212.38
15597239,548,131468.44,164975.82
15688880,672,102980.44,1285.81
15813917,653,143321.97,83679.46
15679611,734,130404.92,34548.74
15636589,794,0.0,74275.08
15687752,641,87505.47,7278.57
15584363,824,133634.02,162053.92
15737748,534,151233.62,199336.63
15803365,653,70263.83,62347.71
15793247,498,0.0,91711.66
15572360,683,57657.49,79240.9
15795166,618,153572.31,76679.6
15724620,538,134752.08,162511.55
15800856,643,83132.09,21360.88
15671097,428,0.0,54487.43
15683930,593,134096.53,53931.05
15749004,718,118100.59,103165.15
15800434,811,76915.4,146359.81
15709117,823,81576.75,28370.95
15638806,645,0.0,10023.15
15662294,710,118327.17,192928.82
15690079,591,124857.69,50485.7
15759317,748,90971.85,131662.47
15750497,850,153147.75,152235.3
15596181,542,65942.26,68093.23
15576602,809,0.0,80061.31
15644833,675,0.0,149583.67
15734634,607,100912.19,7631.27
15808689,850,0.0,33082.81
15720702,789,0.0,121883.87
15665077,598,0.0,100722.72
15763612,756,124439.49,47093.11
15596493,687,0.0,177624.01
15704483,724,0.0,106149.48
15598846,700,58781.76,16874.92
15629244,635,159453.64,54560.79
15765537,687,142721.52,153605.75
15729975,613,167795.6,44390.38
15682773,781,128345.69,63218.85
15688007,703,165260.98,41626.78
15574331,593,118233.81,24765.53
15645572,743,0.0,28280.8
15742854,640,0.0,89043.19
15575417,849,143452.74,17294.12
15796721,778,145018.49,126702.41
15734942,539,82407.51,13123.41
15664772,489,79460.98,167973.63
15576683,568,0.0,125870.79
15682563,618,126473.99,91972.49
15650889,710,133537.1,155593.74
15612108,625,164978.01,67788.49
15761132,682,128029.72,62615.35
15645511,727,97403.18,107415.02
15609824,794,176845.41,166526.26
15640268,652,0.0,120107.1
15645778,670,81589.04,188227.8
15691104,460,119507.58,91560.63
15714567,568,0.0,166495.2
15777826,643,94443.77,165614.4
15668445,521,0.0,86372.24
15576162,615,92199.84,2755.53
15778135,575,0.0,83594.51
15613141,717,135756.96,103706.41
15635435,648,120633.42,5924.38
15596552,535,134542.73,58203.67
15623644,626,0.0,49361.84
15683403,611,0.0,73585.18
15615029,734,0.0,95135.27
15769005,709,154344.49,38794.57
15746326,591,0.0,198926.36
15722364,664,189026.53,56099.86
15704954,431,120764.08,117023.08
15694409,647,97975.82,62083.0
15754068,578,0.0,141822.8
15683841,555,113270.2,185387.14
15789095,775,0.0,57461.13
15719958,850,124548.99,120380.12
15689514,625,201696.07,133020.9
15621353,645,0.0,13589.93
15627232,608,114203.47,77830.36
15745843,689,0.0,136610.02
15722902,652,125437.64,17160.94
15791767,769,0.0,176843.53
15792722,611,64897.75,114996.33
15723006,489,0.0,196990.79
15771942,528,135555.66,133146.03
15774738,632,107764.75,185667.72
15574004,429,117307.44,24020.49
15587233,457,73700.12,185750.02
15808228,768,60603.4,178045.97
15682834,715,40169.88,199857.47
15571752,668,92041.87,43595.9
15743067,625,130483.95,122810.53
15714466,846,0.0,3440.47
15617982,661,0.0,35989.41
15696637,571,151097.28,17163.75
15690647,582,67563.31,44506.09
15672756,716,112808.18,17848.3
15704586,758,0.0,76209.56
15674526,725,86459.8,141476.56
15775295,630,118633.08,60032.46
15684196,627,159441.27,100686.11
15727281,653,0.0,96429.29
15787835,775,125212.65,15795.88
15730540,794,88656.37,116547.31
15646276,831,146033.62,191260.74
15582180,561,120268.13,173870.39
15697095,705,0.0,117273.35
15748797,636,0.0,92277.47
15754796,487,135070.58,44244.49
15628947,693,0.0,78133.48
15775546,517,0.0,103402.88
15670481,684,122550.05,137835.82
15619029,620,0.0,20670.1
15613282,757,130306.49,77469.38
15721487,739,0.0,57572.38
15797276,662,90350.77,75884.65
15612494,359,128747.69,146955.71
15629617,572,126873.52,67040.12
15600821,721,108424.19,178418.35
15579062,707,0.0,30807.02
15814268,444,84350.07,143835.76
15710164,523,0.0,130883.9
15693904,685,84958.6,194343.72
15588986,673,99097.36,9796.69
15797733,503,136622.55,47310.24
15620507,485,156771.68,141148.21
15685150,799,167658.33,111138.25
15667651,585,0.0,114182.07
15774166,607,109483.54,127560.77
15649280,521,134504.78,18082.06
15705657,535,114427.86,136330.26
15753969,724,83888.54,34121.81
15742378,520,110029.77,56246.69
15794874,696,127523.75,191417.42
15589221,657,139762.13,23317.88
15596671,603,91611.12,144675.3
15583668,726,109471.79,175161.05
15710206,591,150500.64,14928.8
15799966,792,101609.77,161479.19
15794560,550,0.0,133501.94
15626485,601,78892.23,23703.52
15703143,820,82344.84,115985.38
15809772,667,0.0,43229.2
15687959,573,0.0,94862.93
15585282,755,127706.33,142377.69
15714993,552,124349.34,135635.25
15596021,598,0.0,148487.9
15646615,576,119336.29,58976.85
15742632,670,0.0,76254.83
15574068,504,104217.3,55857.48
15806967,778,0.0,77867.23
15796334,558,144757.02,22878.16
15688713,627,0.0,114469.55
15796179,683,0.0,96754.8
15598751,556,0.0,125154.57
15703019,583,0.0,113597.64
15646302,705,100169.51,121408.55
15680855,637,145731.83,109219.43
15697311,697,110802.03,50230.31
15585367,555,120392.99,177719.88
15726556,594,135067.52,131211.86
15676242,632,136556.44,82152.83
15684198,551,0.0,216.27
15774882,687,99587.43,1713.1
15714227,672,0.0,136910.18
15608653,521,70731.07,20243.97
15784280,686,109342.82,86043.27
15789546,639,0.0,126561.07
15590320,850,0.0,64350.8
15678385,465,78247.31,10472.31
15571778,817,117561.49,95941.55
15657085,578,88980.32,125222.36
15640627,611,0.0,170950.58
15566211,616,103560.57,236.45
15669293,517,113308.84,31517.16
15595067,637,0.0,181610.6
15753566,806,63763.49,156593.09
15650391,633,169988.35,4272.0
15681843,624,180303.24,163587.9
15814846,691,0.0,175843.68
15670374,819,120656.86,166164.3
15762332,568,61592.14,61796.64
15700223,806,164701.68,21439.49
15729956,726,80780.16,19225.85
15594862,552,0.0,132547.02
15598782,755,154221.37,62688.55
15745080,634,0.0,21760.96
15703399,756,101641.14,154460.68
15732175,776,0.0,8065.0
15630725,649,92786.66,173365.9
15640260,595,131081.66,69428.79
15716822,646,98014.74,12757.14
15583748,592,0.0,180426.2
15605968,574,97460.1,43093.67
15790683,850,104077.19,68594.0
15607713,850,0.0,197996.65
15700212,475,0.0,122953.0
15626710,642,0.0,76821.24
15716491,710,93656.95,141400.51
15625824,596,121345.88,41921.75
15617705,609,141675.23,175664.25
15761976,797,0.0,117916.63
15634891,504,102365.49,194690.77
15744517,735,0.0,166677.35
15686963,680,0.0,160131.58
15808189,449,0.0,123622.0
15580845,685,101868.51,113483.96
15799156,569,0.0,79618.79
15694296,631,112392.45,24472.23
15677049,595,106570.34,177025.79
15583595,461,0.0,103349.74
15590146,630,81947.76,63606.22
